"","salary","age","elevel","car","zipcode","credit","brand"
"1989",135221.9765,71,1,19,3,165910.2485,"Belkin"
"1990",47707.00998,31,4,7,7,105639.671,"Elago"
"1991",57099.5236,65,2,12,1,470837.496,"Belkin"
"1992",93308.50603,23,3,9,8,468169.2832,"Elago"
"1993",105700.5294,51,2,10,6,455951.6081,"Belkin"
"1994",28611.93478,47,1,5,4,211766.4881,"Elago"
"1995",41561.21361,67,2,10,5,427056.9395,"Belkin"
"1996",43480.59119,40,1,13,8,285684.7193,"Elago"
"1997",134583.0218,76,2,12,8,261851.4183,"Belkin"
"1998",96775.55265,58,3,20,2,65287.37171,"Belkin"
"1999",31532.13201,44,4,3,8,333935.41,"Elago"
"2000",127363.6878,78,3,18,0,337786.5077,"Belkin"
"2001",136539.2349,65,3,11,1,57890.61803,"Belkin"
"2002",91522.18388,63,1,8,7,361306.1257,"Belkin"
"2003",106159.9063,76,3,11,6,482250.8643,"Belkin"
"2004",81138.81309,74,3,17,6,118790.5943,"Belkin"
"2005",141921.9982,43,2,6,1,417914.9374,"Elago"
"2006",122745.407,48,1,18,5,430739.812,"Belkin"
"2007",139779.3998,39,3,20,0,128764.3267,"Elago"
"2008",52597.79739,61,4,1,7,73311.64872,"Belkin"
"2009",122861.6682,41,2,1,3,5e+05,"Belkin"
"2010",75248.21833,62,3,10,4,458691.9371,"Belkin"
"2011",79838.98182,41,1,7,8,232852.4759,"Belkin"
"2012",60258.33604,41,4,5,6,90198.41247,"Elago"
"2013",25170.633,55,3,5,7,223538.6395,"Elago"
"2014",111834.6364,62,4,14,3,433021.9746,"Belkin"
"2015",84175.43474,25,4,3,0,434845.6408,"Elago"
"2016",90839.50512,62,2,11,8,277665.5032,"Belkin"
"2017",28821.73769,71,2,20,0,259096.0817,"Belkin"
"2018",141150.6912,43,4,16,7,5421.215308,"Elago"
"2019",54954.5457,43,4,13,8,463600.426,"Elago"
"2020",118926.1458,37,1,17,4,194140.0301,"Elago"
"2021",71457.54688,20,4,4,8,78062.32929,"Elago"
"2022",37978.05796,57,3,6,3,265444.904,"Belkin"
"2023",120436.6179,70,2,12,7,391825.5581,"Belkin"
"2024",34515.306,64,2,19,0,338554.8857,"Belkin"
"2025",89877.71572,58,2,2,8,203732.8811,"Belkin"
"2026",57671.69876,24,1,17,8,409300.5053,"Elago"
"2027",53102.62177,30,3,8,6,21082.27587,"Elago"
"2028",51289.94073,24,1,10,1,196105.8505,"Elago"
"2029",95177.90175,24,3,5,4,156622.614,"Elago"
"2030",108907.4545,28,2,9,5,411639.3457,"Elago"
"2031",120684.2501,78,2,12,0,413637.3276,"Belkin"
"2032",44659.04081,48,2,3,3,449970.0621,"Elago"
"2033",47242.00314,46,3,15,0,266022.7259,"Elago"
"2034",60853.4991,39,2,20,7,140575.7192,"Elago"
"2035",83531.30928,64,4,20,6,48357.30452,"Belkin"
"2036",91209.19031,25,4,19,0,72475.20591,"Elago"
"2037",105786.6781,64,3,6,4,412190.0808,"Belkin"
"2038",42444.03275,23,1,15,6,296163.3541,"Elago"
"2039",132056.7286,52,3,9,7,382715.3454,"Elago"
"2040",143118.3772,34,2,11,1,292154.6832,"Elago"
"2041",102867.9189,43,3,5,5,68740.21325,"Belkin"
"2042",117977.373,41,3,16,7,299810.032,"Belkin"
"2043",54478.50112,73,1,16,3,233019.3074,"Belkin"
"2044",113315.5051,69,4,5,2,357401.4863,"Belkin"
"2045",119453.9848,20,3,10,4,115857.8371,"Elago"
"2046",123501.6403,36,4,20,1,170784.3954,"Elago"
"2047",107557.3844,58,4,9,3,5e+05,"Belkin"
"2048",57928.50241,74,4,5,6,224933.7127,"Belkin"
"2049",91597.65064,28,4,18,6,275847.5564,"Belkin"
"2050",136587.5546,63,3,20,8,259119.927,"Belkin"
"2051",31712.26429,53,4,3,4,236530.5785,"Elago"
"2052",45445.39306,34,3,10,2,225843.4012,"Elago"
"2053",26756.63749,75,3,5,7,450542.8488,"Belkin"
"2054",43549.78049,64,1,6,1,5e+05,"Belkin"
"2055",76022.56765,57,1,15,7,37428.97781,"Belkin"
"2056",78817.89227,25,2,9,3,342830.394,"Belkin"
"2057",98713.96207,28,3,9,1,35754.96674,"Belkin"
"2058",106531.8429,64,3,20,1,25632.23329,"Belkin"
"2059",83651.86046,36,3,11,0,339267.8485,"Belkin"
"2060",42839.39054,78,1,2,4,223702.3308,"Belkin"
"2061",135412.3423,53,2,18,6,115482.4057,"Elago"
"2062",121003.119,30,1,13,1,408023.1277,"Elago"
"2063",88223.86549,74,4,7,8,133311.3139,"Belkin"
"2064",117019.3599,31,1,3,2,458659.3666,"Elago"
"2065",72599.25948,68,2,18,2,295875.2094,"Belkin"
"2066",141024.6123,25,2,3,7,0,"Elago"
"2067",135513.1395,32,3,4,8,404433.9969,"Elago"
"2068",91924.754,60,2,19,6,200716.2533,"Belkin"
"2069",46293.11515,28,4,11,0,128046.8527,"Elago"
"2070",61240.85549,61,2,14,0,120769.9694,"Elago"
"2071",45400.79467,52,3,14,8,161713.2192,"Elago"
"2072",115420.9624,78,2,1,0,342606.4553,"Belkin"
"2073",30221.50735,33,2,17,0,87692.65548,"Elago"
"2074",126147.56,41,2,8,5,30068.14473,"Belkin"
"2075",56249.2448,23,4,13,5,124549.3348,"Elago"
"2076",116709.4816,42,1,12,6,255448.446,"Belkin"
"2077",107897.6509,52,2,14,8,340269.4098,"Belkin"
"2078",113560.4714,20,2,11,1,218432.6846,"Elago"
"2079",135284.6572,71,3,6,1,22335.71583,"Belkin"
"2080",92788.4078,62,4,11,0,284017.622,"Belkin"
"2081",21502.79757,25,4,16,8,219481.2251,"Elago"
"2082",80350.49824,67,2,4,4,486075.6218,"Belkin"
"2083",134364.3135,59,4,10,4,160499.8911,"Belkin"
"2084",96571.30656,47,1,17,3,254380.3858,"Belkin"
"2085",113079.4209,59,3,9,8,156972.1082,"Belkin"
"2086",124215.9872,61,1,19,7,141852.9178,"Belkin"
"2087",56332.13147,23,4,2,3,107564.8456,"Elago"
"2088",92077.2017,57,4,6,2,315554.1752,"Belkin"
"2089",76064.45934,61,2,9,3,52870.97776,"Belkin"
"2090",69778.21641,56,3,3,8,353358.122,"Belkin"
"2091",51060.64961,20,3,19,3,456667.1051,"Elago"
"2092",125977.4345,55,4,16,3,33338.43202,"Belkin"
"2093",36023.40776,55,2,14,7,308492.9827,"Elago"
"2094",129261.9137,41,2,11,5,447309.588,"Elago"
"2095",122307.9217,38,2,13,4,37043.03508,"Elago"
"2096",117274.3289,25,4,16,1,5e+05,"Elago"
"2097",144017.9017,80,3,4,5,336471.4239,"Belkin"
"2098",20747.21259,80,4,7,7,231737.0848,"Belkin"
"2099",91378.11283,71,2,15,2,69632.24433,"Belkin"
"2100",119468.0802,59,4,1,1,324682.8456,"Belkin"
"2101",150000,77,4,3,5,327728.1662,"Belkin"
"2102",31536.58162,74,1,19,1,141112.1012,"Belkin"
"2103",79370.17376,61,1,20,4,396710.8587,"Belkin"
"2104",87790.39764,59,1,7,1,313885.5296,"Belkin"
"2105",125806.4922,23,4,17,0,272133.9922,"Elago"
"2106",27860.66582,34,4,6,1,116826.4581,"Elago"
"2107",73307.71501,26,4,12,7,206697.8152,"Elago"
"2108",95806.91799,74,2,6,5,246294.3421,"Belkin"
"2109",102591.8578,79,2,18,6,64141.52097,"Belkin"
"2110",122824.7961,73,1,2,5,269823.4633,"Belkin"
"2111",106085.2296,34,3,2,3,472004.4053,"Elago"
"2112",116993.4491,80,1,19,6,101515.7077,"Belkin"
"2113",108176.7596,62,1,1,1,206262.3307,"Belkin"
"2114",142858.3509,54,4,10,0,477822.942,"Elago"
"2115",61940.76761,56,4,7,3,62242.68681,"Elago"
"2116",118854.1862,75,4,7,4,369748.6527,"Belkin"
"2117",138093.8488,53,2,11,4,373903.1153,"Elago"
"2118",123713.4055,47,1,20,5,213505.082,"Belkin"
"2119",110237.7312,45,4,9,3,126716.0626,"Belkin"
"2120",78289.57392,48,2,15,6,81973.28232,"Belkin"
"2121",53766.79828,51,1,16,1,106343.2625,"Elago"
"2122",129458.5854,44,3,5,2,155706.468,"Elago"
"2123",134292.8511,47,4,20,8,352354.0784,"Elago"
"2124",89436.25063,75,4,16,7,42951.83205,"Belkin"
"2125",147304.6923,52,2,7,3,436596.5058,"Elago"
"2126",28300.89255,65,2,15,1,309904.8648,"Belkin"
"2127",121832.2579,52,1,11,4,361091.5955,"Belkin"
"2128",128155.1255,37,3,13,1,160587.6004,"Elago"
"2129",20292.94471,28,3,2,0,356472.9671,"Elago"
"2130",150000,70,1,20,5,84706.6047,"Belkin"
"2131",149415.2146,32,1,10,8,43952.58121,"Elago"
"2132",82665.19081,65,2,7,4,141366.9737,"Belkin"
"2133",77263.72168,26,1,6,1,103601.1034,"Belkin"
"2134",85437.47631,50,2,14,3,80646.86783,"Belkin"
"2135",90019.64577,39,3,4,3,392389.4947,"Belkin"
"2136",97345.2109,44,4,20,1,0,"Belkin"
"2137",62917.93558,77,4,3,3,103107.4651,"Belkin"
"2138",132496.3929,47,1,9,0,396977.4612,"Elago"
"2139",85966.71618,54,1,11,0,424378.0946,"Belkin"
"2140",115431.7131,70,4,8,6,204807.5566,"Belkin"
"2141",88764.52155,50,4,9,3,406513.1782,"Belkin"
"2142",131257.1393,46,1,10,8,16255.73422,"Elago"
"2143",38220.79714,73,4,1,5,170782.059,"Belkin"
"2144",77808.56654,38,2,8,0,454049.441,"Belkin"
"2145",77627.35311,43,4,20,5,293220.4436,"Belkin"
"2146",115024.5777,38,2,13,0,303761.6282,"Elago"
"2147",117205.2525,39,1,1,4,379253.9039,"Belkin"
"2148",22452.79954,73,4,7,0,224076.7443,"Belkin"
"2149",65152.06404,41,4,8,0,261645.4988,"Elago"
"2150",59513.91533,29,2,15,3,415605.7151,"Elago"
"2151",135035.2639,79,1,4,3,359112.3413,"Belkin"
"2152",135940.9632,33,1,7,4,344855.8952,"Elago"
"2153",48421.50138,41,3,17,4,53195.8449,"Elago"
"2154",117936.2889,23,2,8,5,288155.6188,"Elago"
"2155",142432.9379,61,2,15,5,373818.5016,"Belkin"
"2156",91677.69519,64,2,3,4,257866.6413,"Belkin"
"2157",73526.888,40,1,1,7,392428.4057,"Belkin"
"2158",137872.2604,42,4,12,5,235802.2133,"Elago"
"2159",130455.8221,70,4,16,6,486972.1238,"Belkin"
"2160",109104.8113,21,3,15,6,226534.7276,"Elago"
"2161",33555.54161,31,4,20,2,69517.18137,"Elago"
"2162",63942.58518,49,1,1,2,329070.2162,"Elago"
"2163",129414.9474,23,4,17,6,124024.3131,"Elago"
"2164",102382.3876,29,2,15,8,462817.8838,"Elago"
"2165",131791.2627,57,3,18,3,204716.8214,"Belkin"
"2166",54284.29212,28,2,9,6,211155.1486,"Elago"
"2167",60028.90066,56,3,14,6,136876.8177,"Belkin"
"2168",59326.2421,30,3,15,0,277587.1391,"Elago"
"2169",150000,45,3,13,3,293866.8232,"Elago"
"2170",80627.29367,27,2,16,8,359984.4832,"Elago"
"2171",32358.40501,27,1,20,1,130875.2922,"Elago"
"2172",95757.13628,46,3,5,0,454591.9641,"Belkin"
"2173",69865.94242,30,3,17,7,160417.3552,"Belkin"
"2174",32616.26739,74,3,7,2,339856.7396,"Belkin"
"2175",105859.1792,24,3,20,8,121411.6386,"Elago"
"2176",136425.984,29,2,1,1,365473.89,"Elago"
"2177",29155.9288,38,1,15,7,410623.8935,"Elago"
"2178",46027.89856,72,2,10,3,220311.5955,"Belkin"
"2179",116861.7229,58,4,13,6,82236.29794,"Belkin"
"2180",127118.4967,62,3,11,5,55652.13218,"Elago"
"2181",132270.4975,27,3,15,2,237127.3539,"Elago"
"2182",128861.6228,68,4,2,7,110492.7153,"Belkin"
"2183",28564.68634,37,4,5,6,125208.4264,"Elago"
"2184",126779.3565,68,4,2,8,371034.78,"Belkin"
"2185",57440.24327,53,2,16,6,10710.55191,"Elago"
"2186",66935.72565,77,1,10,7,31882.60902,"Belkin"
"2187",95982.5687,64,4,20,8,275925.697,"Belkin"
"2188",43565.08189,64,2,4,5,408137.9791,"Belkin"
"2189",72949.54049,57,3,13,0,284560.7083,"Belkin"
"2190",100743.6194,60,3,14,3,327167.7744,"Belkin"
"2191",52725.35457,65,3,14,5,23734.61487,"Belkin"
"2192",61307.20115,40,3,16,8,383887.8981,"Elago"
"2193",124447.3168,50,2,20,7,10869.74507,"Belkin"
"2194",144604.2715,55,1,4,2,360823.1191,"Elago"
"2195",99789.15433,26,4,16,5,137414.1043,"Elago"
"2196",106907.8025,53,1,9,4,205013.48,"Belkin"
"2197",52219.2966,58,4,9,0,307750.793,"Belkin"
"2198",49666.53095,62,2,6,6,109000.8255,"Belkin"
"2199",122346.5806,31,1,7,8,381670.631,"Elago"
"2200",65060.89348,26,3,18,7,94964.8148,"Elago"
"2201",150000,42,1,6,6,106535.4774,"Elago"
"2202",87055.62325,70,2,10,2,350769.4326,"Belkin"
"2203",125684.4168,71,1,7,0,289422.9773,"Belkin"
"2204",106181.014,39,1,18,7,64679.36085,"Belkin"
"2205",71109.12312,70,3,3,2,265326.9318,"Belkin"
"2206",107580.3461,49,4,11,0,291693.0255,"Belkin"
"2207",41694.80339,33,1,16,4,110468.2389,"Elago"
"2208",46732.67229,80,2,4,4,208495.5031,"Belkin"
"2209",33346.75838,72,4,18,8,484809.3065,"Belkin"
"2210",102377.8575,60,2,7,5,41102.71885,"Belkin"
"2211",102387.9666,57,3,10,6,336447.8847,"Belkin"
"2212",119170.8841,26,1,3,0,154853.3895,"Elago"
"2213",77807.3448,22,4,11,0,313394.0217,"Elago"
"2214",75537.89879,70,2,3,5,415371.2693,"Belkin"
"2215",55795.45274,42,4,6,3,132537.3349,"Elago"
"2216",147154.6899,46,1,17,0,192635.0967,"Elago"
"2217",83320.70787,33,1,12,7,190242.9804,"Belkin"
"2218",143807.2645,52,4,5,5,99863.38473,"Elago"
"2219",86366.66865,39,4,9,8,81118.57228,"Belkin"
"2220",22597.33581,29,2,1,7,158770.0775,"Elago"
"2221",33877.04815,20,2,20,2,296607.0413,"Elago"
"2222",103298.6569,21,3,12,4,41089.88454,"Elago"
"2223",131900.2945,58,3,16,0,283648.8254,"Belkin"
"2224",26103.77469,52,2,4,3,328801.9431,"Elago"
"2225",131290.2475,67,1,8,0,419013.45,"Belkin"
"2226",65126.97282,38,4,12,5,157267.9373,"Belkin"
"2227",46394.03829,55,4,2,5,232409.4597,"Elago"
"2228",71591.8334,45,3,3,6,34714.63845,"Elago"
"2229",36467.98849,45,1,11,5,189707.1677,"Elago"
"2230",78673.81297,44,2,18,2,111287.7365,"Belkin"
"2231",31267.36079,22,2,7,0,53236.83717,"Elago"
"2232",84149.15719,25,3,3,8,312335.8925,"Elago"
"2233",24414.22439,72,3,13,1,151902.7992,"Belkin"
"2234",109576.2059,80,2,15,1,173121.4844,"Belkin"
"2235",91988.37334,39,1,9,7,160696.6979,"Belkin"
"2236",144535.8654,29,4,7,1,234737.218,"Elago"
"2237",70039.10859,30,1,19,8,25493.62098,"Belkin"
"2238",34030.97541,43,3,8,3,24954.08078,"Elago"
"2239",80755.98056,40,4,16,7,340951.6628,"Belkin"
"2240",108865.2724,42,1,8,0,148376.8075,"Belkin"
"2241",99642.64818,32,4,18,1,163666.3316,"Belkin"
"2242",81449.3636,67,2,15,4,30873.92016,"Belkin"
"2243",124037.1922,44,3,19,6,300058.4485,"Belkin"
"2244",97401.14155,62,4,8,6,102351.6758,"Belkin"
"2245",84651.26476,21,3,14,1,54922.8673,"Elago"
"2246",124519.1049,70,3,18,2,114420.3976,"Belkin"
"2247",136331.5363,70,4,13,0,448200.4499,"Belkin"
"2248",78443.04024,79,2,1,7,338224.6591,"Belkin"
"2249",143338.5798,75,1,8,3,145315.6492,"Belkin"
"2250",124263.3642,54,1,14,1,292468.2654,"Belkin"
"2251",95943.72227,67,1,1,8,187537.5071,"Belkin"
"2252",80767.80508,31,3,14,2,239789.581,"Belkin"
"2253",98614.61749,59,1,2,6,94268.80205,"Belkin"
"2254",118646.0402,61,3,20,4,50639.33388,"Belkin"
"2255",100389.1612,29,1,8,2,82707.06379,"Belkin"
"2256",78742.3327,64,1,8,5,71610.61286,"Belkin"
"2257",28474.96828,71,2,19,6,77552.48102,"Belkin"
"2258",43920.7606,62,3,1,3,419263.8816,"Belkin"
"2259",53895.47193,57,3,19,5,214218.6774,"Belkin"
"2260",38381.51302,69,2,4,0,363757.81,"Belkin"
"2261",57538.8124,73,4,10,2,373324.4147,"Belkin"
"2262",141584.8445,76,3,4,2,430184.6456,"Belkin"
"2263",50638.55173,60,1,20,0,145644.9293,"Belkin"
"2264",103782.4711,54,3,4,4,274260.2209,"Belkin"
"2265",83155.21778,53,1,17,6,400394.1987,"Belkin"
"2266",98141.13018,63,4,17,4,108331.241,"Belkin"
"2267",44842.51512,75,1,15,6,337783.6492,"Belkin"
"2268",143099.8831,70,4,4,4,385492.809,"Belkin"
"2269",139280.2758,46,1,16,3,217748.8272,"Elago"
"2270",111921.0324,66,2,5,7,404900.6421,"Belkin"
"2271",63312.05102,49,3,2,4,403869.2337,"Elago"
"2272",28172.33797,20,1,20,0,415258.1971,"Elago"
"2273",52766.21942,43,1,10,7,416459.4763,"Elago"
"2274",138836.1189,23,2,13,7,432600.5211,"Elago"
"2275",117616.5539,61,1,10,5,308431.4715,"Belkin"
"2276",129382.6195,67,1,12,2,27915.86658,"Belkin"
"2277",149663.8627,48,2,5,3,396217.481,"Elago"
"2278",41958.07354,64,1,17,6,328445.8687,"Belkin"
"2279",40240.98039,20,2,9,0,497250.552,"Elago"
"2280",132368.2522,23,1,16,2,345529.5681,"Elago"
"2281",22135.61314,68,3,18,8,302671.5636,"Belkin"
"2282",75728.75365,28,4,1,2,404337.8394,"Belkin"
"2283",102617.0081,50,3,12,1,150363.8383,"Belkin"
"2284",66611.1312,54,1,13,0,0,"Elago"
"2285",30387.90469,71,3,8,1,429109.2085,"Belkin"
"2286",89801.08656,71,2,5,0,294501.2856,"Belkin"
"2287",69486.38552,28,1,14,2,35946.48254,"Belkin"
"2288",33761.63668,38,2,19,0,62501.60888,"Elago"
"2289",124734.9521,33,2,19,6,289988.8828,"Elago"
"2290",88183.1224,73,2,6,1,232904.8429,"Belkin"
"2291",125591.1121,24,4,10,3,336577.0345,"Elago"
"2292",97497.97335,37,2,17,2,69279.86522,"Belkin"
"2293",126116.0917,41,4,9,0,0,"Belkin"
"2294",55228.90458,76,1,3,8,167991.735,"Belkin"
"2295",123128.1886,65,2,12,7,356126.8579,"Belkin"
"2296",84511.71086,78,3,3,1,485091.7414,"Belkin"
"2297",90199.67703,62,1,14,8,60786.17012,"Belkin"
"2298",24774.10446,45,4,15,2,266207.4145,"Elago"
"2299",105956.9139,77,4,16,1,235862.73,"Belkin"
"2300",134716.9404,41,3,4,1,92765.98581,"Elago"
"2301",91798.73299,51,4,20,8,52417.17449,"Belkin"
"2302",112166.0795,49,1,4,2,92860.87819,"Belkin"
"2303",34526.20972,24,1,18,2,59706.34643,"Elago"
"2304",51662.5349,38,2,17,5,274675.6127,"Elago"
"2305",35472.63155,76,2,12,4,422403.9486,"Belkin"
"2306",123717.6162,34,4,4,2,451112.3521,"Elago"
"2307",27406.65086,45,2,16,6,48219.34123,"Elago"
"2308",90560.76148,32,2,12,2,0,"Belkin"
"2309",61674.66686,55,2,7,5,50246.34942,"Elago"
"2310",100876.4021,80,3,6,4,297951.4472,"Belkin"
"2311",55595.64691,64,4,20,1,216904.7973,"Belkin"
"2312",66241.29901,79,2,17,7,296599.8029,"Belkin"
"2313",27542.47432,49,2,12,6,43105.26717,"Elago"
"2314",113290.1528,21,3,16,6,175361.215,"Elago"
"2315",128431.6542,50,2,2,3,24732.69665,"Elago"
"2316",121037.2145,50,3,18,3,408676.5718,"Belkin"
"2317",73613.05541,60,4,16,4,387259.7421,"Belkin"
"2318",79728.60401,32,4,12,3,223258.9193,"Belkin"
"2319",62785.93187,80,4,13,0,88690.15856,"Belkin"
"2320",84844.55251,24,4,4,5,154167.8429,"Elago"
"2321",126805.0656,25,4,8,2,421117.3413,"Elago"
"2322",51359.64656,66,1,1,7,420460.9916,"Belkin"
"2323",101473.9643,35,4,12,0,364640.3106,"Belkin"
"2324",72726.27963,28,4,11,7,445551.2022,"Belkin"
"2325",67110.80973,29,4,18,7,27192.41531,"Belkin"
"2326",140359.5664,80,3,14,5,364133.9326,"Belkin"
"2327",25326.53197,67,3,10,3,406003.8473,"Belkin"
"2328",83037.4131,46,1,10,1,357672.0479,"Belkin"
"2329",84981.23869,76,1,4,8,267556.4191,"Belkin"
"2330",71914.85026,34,1,7,2,210859.1625,"Belkin"
"2331",58227.35754,59,3,12,4,30813.52491,"Belkin"
"2332",140927.8115,36,2,4,5,49415.2188,"Elago"
"2333",109162.3283,38,3,7,1,275202.346,"Elago"
"2334",120666.0284,22,2,18,8,0,"Elago"
"2335",41152.09512,56,2,14,5,5e+05,"Belkin"
"2336",69994.93533,68,1,15,7,422831.0477,"Belkin"
"2337",78284.95831,51,1,2,4,226965.9522,"Belkin"
"2338",120930.1125,67,1,4,1,446318.418,"Belkin"
"2339",125664.9858,20,3,8,3,311759.9713,"Elago"
"2340",38001.25672,39,1,7,6,424859.5122,"Elago"
"2341",125231.123,57,3,15,8,451439.4006,"Belkin"
"2342",117846.8771,69,2,8,4,259880.5499,"Belkin"
"2343",75186.75986,69,4,13,5,15904.2686,"Belkin"
"2344",144258.2432,50,1,5,8,281954.6714,"Elago"
"2345",129847.495,68,2,19,5,185347.624,"Belkin"
"2346",88440.60878,79,1,8,5,116056.4369,"Belkin"
"2347",32106.26792,24,2,6,4,8489.56592,"Elago"
"2348",53239.65222,65,1,8,3,159378.5444,"Belkin"
"2349",92914.68299,72,4,3,5,255303.4296,"Belkin"
"2350",20000,50,4,18,4,106728.1833,"Elago"
"2351",33126.1081,68,1,16,5,29410.88991,"Belkin"
"2352",139875.0937,33,4,4,8,337202.9524,"Elago"
"2353",52524.7243,38,4,8,7,42008.39043,"Elago"
"2354",38056.89136,53,4,9,8,112405.3701,"Elago"
"2355",79877.15273,26,3,3,4,392719.8628,"Elago"
"2356",38014.0722,38,4,7,3,9414.502849,"Elago"
"2357",121495.5405,31,2,14,7,6326.914031,"Elago"
"2358",118735.0959,60,3,18,3,462528.1158,"Belkin"
"2359",76892.78139,22,1,18,3,112009.8565,"Belkin"
"2360",114051.6654,80,1,5,5,368849.6781,"Belkin"
"2361",129049.3046,41,4,7,7,215890.145,"Elago"
"2362",98747.53641,33,1,14,7,363835.474,"Belkin"
"2363",95154.59,43,3,6,4,216137.453,"Belkin"
"2364",119938.4492,33,1,17,4,427726.8268,"Elago"
"2365",134162.4426,46,1,1,7,133972.0205,"Elago"
"2366",59923.53078,30,3,6,4,271462.7102,"Elago"
"2367",90092.26977,38,2,2,4,2960.830445,"Belkin"
"2368",20000,55,3,13,6,76301.49243,"Elago"
"2369",22200.23655,30,2,14,0,255048.2538,"Elago"
"2370",126766.5153,49,1,7,0,201482.8269,"Elago"
"2371",48821.20733,20,2,7,1,292973.176,"Elago"
"2372",143198.9557,21,1,10,7,360370.9539,"Elago"
"2373",90317.6563,57,2,4,5,401940.9853,"Belkin"
"2374",108660.7955,37,2,16,1,407763.3875,"Elago"
"2375",26631.11553,44,3,5,4,392756.0347,"Elago"
"2376",57534.9474,31,3,14,6,340242.8485,"Elago"
"2377",150000,31,1,6,5,18746.06255,"Elago"
"2378",145473.729,30,4,10,3,496336.6334,"Elago"
"2379",85455.10077,67,2,15,2,38195.87775,"Belkin"
"2380",40907.29653,40,4,12,3,373519.9687,"Elago"
"2381",51209.43676,75,3,15,0,471146.9306,"Belkin"
"2382",80011.43406,25,2,5,2,16305.62117,"Belkin"
"2383",144477.9463,79,1,18,4,185970.9044,"Belkin"
"2384",133129.8363,26,2,8,2,454015.3374,"Elago"
"2385",81246.85009,45,3,5,1,478720.7346,"Belkin"
"2386",87644.88836,64,2,4,6,269107.3598,"Belkin"
"2387",47946.20619,74,1,18,2,325803.9257,"Belkin"
"2388",26181.78817,34,3,18,1,358373.8012,"Elago"
"2389",29100.65711,47,3,2,6,123686.9846,"Elago"
"2390",150000,54,3,5,3,452900.602,"Elago"
"2391",94215.50982,70,2,19,3,320868.9744,"Belkin"
"2392",67583.09341,40,4,20,8,462167.7236,"Elago"
"2393",83674.78362,52,2,17,3,393531.427,"Belkin"
"2394",53378.90553,31,4,4,3,29724.58118,"Elago"
"2395",38347.60638,29,1,3,0,302440.8337,"Elago"
"2396",39605.61329,37,4,14,1,229431.4297,"Elago"
"2397",29145.05202,46,3,14,2,413792.0936,"Elago"
"2398",41927.38947,77,3,12,2,411092.8793,"Belkin"
"2399",96174.1583,42,4,18,1,16637.7827,"Belkin"
"2400",120683.0567,23,1,7,2,213369.5437,"Elago"
"2401",101576.5534,37,1,6,7,17597.54856,"Belkin"
"2402",91741.34191,34,4,7,4,32916.26359,"Belkin"
"2403",52402.63038,60,1,14,3,153606.1105,"Belkin"
"2404",20000,46,3,11,4,24278.0568,"Elago"
"2405",69686.11181,44,1,4,0,95997.85733,"Elago"
"2406",51415.90533,39,4,13,2,455361.5833,"Elago"
"2407",111699.1717,33,4,4,0,348029.4555,"Elago"
"2408",131707.6493,32,3,14,2,318643.4027,"Elago"
"2409",43427.74892,25,1,4,2,197251.6346,"Elago"
"2410",33956.11446,53,2,16,4,429541.483,"Elago"
"2411",115828.06,68,1,1,2,18030.9264,"Belkin"
"2412",105146.6401,50,1,15,0,386100.1275,"Belkin"
"2413",126690.5332,34,3,13,1,130693.9424,"Elago"
"2414",99713.75343,29,3,12,8,121723.7579,"Belkin"
"2415",92615.61198,58,3,18,2,156798.0757,"Belkin"
"2416",147261.7124,77,3,13,7,265937.9077,"Belkin"
"2417",97953.53656,59,4,7,8,457752.0072,"Belkin"
"2418",146023.5736,37,2,10,2,321669.9196,"Elago"
"2419",111752.1903,57,2,10,5,298985.084,"Belkin"
"2420",126576.095,48,2,10,4,133080.1973,"Belkin"
"2421",86634.13251,58,4,8,6,62677.82283,"Belkin"
"2422",130998.0254,33,1,6,8,44132.73097,"Elago"
"2423",137287.5028,72,3,13,0,346449.8498,"Belkin"
"2424",114207.1954,62,2,20,4,357424.1046,"Belkin"
"2425",113499.6563,30,2,2,7,438957.5526,"Elago"
"2426",56898.05694,24,1,1,6,306946.9072,"Elago"
"2427",46201.10557,56,1,18,7,483987.3029,"Belkin"
"2428",129455.3961,72,2,12,1,5794.417635,"Belkin"
"2429",119578.3189,55,1,11,6,394388.6206,"Belkin"
"2430",49104.21862,34,3,7,7,5e+05,"Elago"
"2431",76217.97536,30,1,16,7,423390.3608,"Belkin"
"2432",23247.75233,21,4,18,4,275547.5064,"Elago"
"2433",97481.02374,20,2,5,4,406829.4688,"Belkin"
"2434",144262.6344,60,4,18,4,435470.7486,"Belkin"
"2435",133167.5657,31,3,15,1,246672.2746,"Elago"
"2436",81648.26667,68,4,18,8,119645.3784,"Belkin"
"2437",25164.92819,31,4,15,6,26332.3825,"Elago"
"2438",58689.46673,33,3,8,5,459145.5642,"Elago"
"2439",65932.92604,52,1,16,2,398707.0481,"Elago"
"2440",23122.4621,25,3,4,0,236424.3239,"Elago"
"2441",143075.5634,74,3,17,5,264651.9842,"Belkin"
"2442",83594.75226,46,2,17,8,398033.715,"Belkin"
"2443",145390.6465,65,3,18,0,320227.9249,"Belkin"
"2444",118765.6484,35,4,16,3,419233.2221,"Elago"
"2445",76848.81577,25,3,5,8,32650.95348,"Elago"
"2446",147684.4187,64,3,5,3,360761.563,"Belkin"
"2447",71895.94714,30,2,11,5,88101.00235,"Belkin"
"2448",107445.4758,66,1,11,3,484648.5118,"Belkin"
"2449",117818.6109,32,3,17,4,82083.67343,"Elago"
